date,open,low,high,close
1957/12/17,-,-,-,492.97
1957/12/18,-,-,-,491.61
1957/12/19,-,-,-,486.77
1957/12/20,-,-,-,484.21
1957/12/21,-,-,-,485.79
1957/12/23,-,-,-,485.25
1957/12/24,-,-,-,484.04
1957/12/25,-,-,-,481.78
1957/12/26,-,-,-,472.58
1957/12/27,-,-,-,471.53
1957/12/28,-,-,-,474.55
1958/1/4,-,-,-,475.2
1958/1/6,-,-,-,481.61
1958/1/7,-,-,-,492.2
1958/1/8,-,-,-,495.05
1958/1/9,-,-,-,500.36
1958/1/10,-,-,-,503.35
1958/1/11,-,-,-,505.72
1958/1/13,-,-,-,511.37
1958/1/14,-,-,-,513.49
1958/1/16,-,-,-,513.03
1958/1/17,-,-,-,511.53
1958/1/18,-,-,-,508.22
1958/1/20,-,-,-,504.76
1958/1/21,-,-,-,503.16
1958/1/22,-,-,-,504.07
1958/1/23,-,-,-,505.64
1958/1/24,-,-,-,507.71
1958/1/25,-,-,-,507.17
1958/1/27,-,-,-,512.27
1958/1/28,-,-,-,514.29
1958/1/29,-,-,-,518.56
1958/1/30,-,-,-,524.25
1958/1/31,-,-,-,522.7
1958/2/1,-,-,-,524.11
1958/2/3,-,-,-,530.15
1958/2/4,-,-,-,524.58
1958/2/5,-,-,-,531.33
1958/2/6,-,-,-,530.75
1958/2/7,-,-,-,525.79
1958/2/8,-,-,-,522.08
1958/2/10,-,-,-,525.13
1958/2/11,-,-,-,527.68
1958/2/12,-,-,-,526.91
1958/2/13,-,-,-,528.84
1958/2/14,-,-,-,530.73
1958/2/15,-,-,-,534.58
1958/2/17,-,-,-,533.85
1958/2/18,-,-,-,531.96
1958/2/19,-,-,-,529.83
1958/2/20,-,-,-,525.45
1958/2/21,-,-,-,526.44
1958/2/22,-,-,-,528.15
1958/2/24,-,-,-,528.58
1958/2/25,-,-,-,530.38
1958/2/26,-,-,-,532.8
1958/2/27,-,-,-,528.47
1958/2/28,-,-,-,528.16
1958/3/1,-,-,-,530.18
1958/3/3,-,-,-,526.07
1958/3/4,-,-,-,523.3
1958/3/5,-,-,-,525.54
1958/3/6,-,-,-,529.53
1958/3/7,-,-,-,531.19
1958/3/8,-,-,-,532.51
1958/3/10,-,-,-,536.46
1958/3/11,-,-,-,537.85
1958/3/12,-,-,-,536.73
1958/3/13,-,-,-,539.31
1958/3/14,-,-,-,534.29
1958/3/15,-,-,-,533.66
1958/3/17,-,-,-,532.07
1958/3/18,-,-,-,528.88
1958/3/19,-,-,-,525.48
1958/3/20,-,-,-,522.22
1958/3/22,-,-,-,522.86
1958/3/24,-,-,-,524.51
1958/3/25,-,-,-,523.55
1958/3/26,-,-,-,524.09
1958/3/27,-,-,-,516.64
1958/3/28,-,-,-,522.49
1958/3/29,-,-,-,526.01
1958/3/31,-,-,-,529.98
1958/4/1,-,-,-,529.73
1958/4/2,-,-,-,531.32
1958/4/3,-,-,-,533.85
1958/4/4,-,-,-,542.76
1958/4/5,-,-,-,544.31
1958/4/7,-,-,-,546.43
1958/4/8,-,-,-,544.12
1958/4/9,-,-,-,543.15
1958/4/10,-,-,-,541.72
1958/4/11,-,-,-,539.29
1958/4/12,-,-,-,541.32
1958/4/14,-,-,-,539.58
1958/4/15,-,-,-,538.13
1958/4/16,-,-,-,539.22
1958/4/17,-,-,-,541.86
1958/4/18,-,-,-,547.2
1958/4/19,-,-,-,550.05
1958/4/21,-,-,-,553.1
1958/4/22,-,-,-,556.47
1958/4/23,-,-,-,555.84
1958/4/24,-,-,-,557.1
1958/4/25,-,-,-,557.62
1958/4/26,-,-,-,556.14
1958/4/28,-,-,-,558.31
1958/4/30,-,-,-,556.57
1958/5/1,-,-,-,561.05
1958/5/2,-,-,-,563.63
1958/5/6,-,-,-,556.73
1958/5/7,-,-,-,560.71
1958/5/8,-,-,-,564.39
1958/5/9,-,-,-,565.95
1958/5/10,-,-,-,567.08
1958/5/12,-,-,-,563.14
1958/5/13,-,-,-,564.4
1958/5/14,-,-,-,564.02
1958/5/15,-,-,-,558.97
1958/5/16,-,-,-,555.27
1958/5/17,-,-,-,558.54
1958/5/19,-,-,-,557.61
1958/5/20,-,-,-,558.95
1958/5/21,-,-,-,559.44
1958/5/22,-,-,-,562.26
1958/5/23,-,-,-,560.93
1958/5/24,-,-,-,557.28
1958/5/26,-,-,-,556.11
1958/5/27,-,-,-,556.64
1958/5/28,-,-,-,555.91
1958/5/29,-,-,-,556.08
1958/5/30,-,-,-,559.97
1958/5/31,-,-,-,563.46
1958/6/2,-,-,-,565.14
1958/6/3,-,-,-,566.39
1958/6/4,-,-,-,565.24
1958/6/5,-,-,-,569.31
1958/6/6,-,-,-,567.75
1958/6/7,-,-,-,569.93
1958/6/9,-,-,-,566.96
1958/6/10,-,-,-,565.5
1958/6/11,-,-,-,567.1
1958/6/12,-,-,-,569.2
1958/6/13,-,-,-,571.98
1958/6/14,-,-,-,574.04
1958/6/16,-,-,-,573.72
1958/6/17,-,-,-,574.71
1958/6/18,-,-,-,579.13
1958/6/19,-,-,-,584.59
1958/6/20,-,-,-,581.1
1958/6/21,-,-,-,582.49
1958/6/23,-,-,-,583.96
1958/6/24,-,-,-,580.36
1958/6/25,-,-,-,578.99
1958/6/26,-,-,-,578.29
1958/6/27,-,-,-,582.36
1958/6/28,-,-,-,584.92
1958/6/30,-,-,-,584.42
1958/7/1,-,-,-,586.56
1958/7/2,-,-,-,584.18
1958/7/3,-,-,-,578.27
1958/7/4,-,-,-,566.59
1958/7/5,-,-,-,573.29
1958/7/7,-,-,-,579.24
1958/7/8,-,-,-,574.62
1958/7/9,-,-,-,568.63
1958/7/10,-,-,-,566.27
1958/7/11,-,-,-,569.34
1958/7/12,-,-,-,571.16
1958/7/14,-,-,-,566.19
1958/7/15,-,-,-,564.15
1958/7/16,-,-,-,574.43
1958/7/17,-,-,-,571.71
1958/7/18,-,-,-,572.69
1958/7/19,-,-,-,572.43
1958/7/21,-,-,-,571.4
1958/7/22,-,-,-,570.52
1958/7/23,-,-,-,568.91
1958/7/24,-,-,-,566.71
1958/7/25,-,-,-,563.53
1958/7/26,-,-,-,562.79
1958/7/28,-,-,-,564.04
1958/7/29,-,-,-,570.18
1958/7/30,-,-,-,570.53
1958/7/31,-,-,-,571.6
1958/8/1,-,-,-,573.71
1958/8/2,-,-,-,575.4
1958/8/4,-,-,-,575.77
1958/8/5,-,-,-,572.72
1958/8/6,-,-,-,575.27
1958/8/7,-,-,-,574.1
1958/8/8,-,-,-,579.93
1958/8/9,-,-,-,580.38
1958/8/11,-,-,-,581.34
1958/8/12,-,-,-,582.98
1958/8/13,-,-,-,581.59
1958/8/14,-,-,-,585.49
1958/8/15,-,-,-,587.02
1958/8/16,-,-,-,587.37
1958/8/18,-,-,-,586.8
1958/8/19,-,-,-,591.83
1958/8/20,-,-,-,594.75
1958/8/21,-,-,-,593.01
1958/8/22,-,-,-,589.58
1958/8/23,-,-,-,591.14
1958/8/25,-,-,-,593.76
1958/8/26,-,-,-,592.64
1958/8/27,-,-,-,590.71
1958/8/28,-,-,-,589.72
1958/8/29,-,-,-,590.43
1958/8/30,-,-,-,592.57
1958/9/1,-,-,-,588.06
1958/9/2,-,-,-,585.76
1958/9/3,-,-,-,590.1
1958/9/4,-,-,-,593.39
1958/9/5,-,-,-,593.7
1958/9/6,-,-,-,589.04
1958/9/8,-,-,-,592.92
1958/9/9,-,-,-,592.3
1958/9/10,-,-,-,592.19
1958/9/11,-,-,-,589.06
1958/9/12,-,-,-,590.85
1958/9/13,-,-,-,593.06
1958/9/15,-,-,-,590.79
1958/9/16,-,-,-,590.81
1958/9/17,-,-,-,584.07
1958/9/18,-,-,-,588.54
1958/9/19,-,-,-,590.46
1958/9/20,-,-,-,590.18
1958/9/22,-,-,-,588.36
1958/9/24,-,-,-,581.75
1958/9/25,-,-,-,585.21
1958/9/26,-,-,-,577.92
1958/9/27,-,-,-,580.79
1958/9/29,-,-,-,584.4
1958/9/30,-,-,-,586.2
1958/10/1,-,-,-,588.63
1958/10/2,-,-,-,592.04
1958/10/3,-,-,-,594.81
1958/10/4,-,-,-,596.21
1958/10/6,-,-,-,600.13
1958/10/7,-,-,-,603.68
1958/10/8,-,-,-,601.99
1958/10/9,-,-,-,605.12
1958/10/10,-,-,-,604.57
1958/10/11,-,-,-,607.32
1958/10/13,-,-,-,605.14
1958/10/14,-,-,-,609.49
1958/10/15,-,-,-,607.84
1958/10/16,-,-,-,607.41
1958/10/17,-,-,-,609.94
1958/10/18,-,-,-,612.7
1958/10/20,-,-,-,609.26
1958/10/21,-,-,-,608.15
1958/10/22,-,-,-,605.75
1958/10/23,-,-,-,608.83
1958/10/24,-,-,-,606.95
1958/10/25,-,-,-,607.39
1958/10/27,-,-,-,601.29
1958/10/28,-,-,-,601.64
1958/10/29,-,-,-,607.99
1958/10/30,-,-,-,605.7
1958/10/31,-,-,-,607.72
1958/11/1,-,-,-,612.79
1958/11/4,-,-,-,614.82
1958/11/5,-,-,-,616.75
1958/11/6,-,-,-,624.06
1958/11/7,-,-,-,621.63
1958/11/8,-,-,-,624.56
1958/11/10,-,-,-,620.38
1958/11/11,-,-,-,614.01
1958/11/12,-,-,-,618.84
1958/11/13,-,-,-,622.33
1958/11/14,-,-,-,619.01
1958/11/15,-,-,-,620.03
1958/11/17,-,-,-,616.52
1958/11/18,-,-,-,619.52
1958/11/19,-,-,-,624.43
1958/11/20,-,-,-,625.41
1958/11/21,-,-,-,626.69
1958/11/22,-,-,-,630.74
1958/11/24,-,-,-,632.8
1958/11/25,-,-,-,628.65
1958/11/26,-,-,-,625.92
1958/11/27,-,-,-,622.22
1958/11/28,-,-,-,623.99
1958/11/29,-,-,-,629.04
1958/12/1,-,-,-,629.77
1958/12/2,-,-,-,632.97
1958/12/3,-,-,-,636.4
1958/12/4,-,-,-,638.69
1958/12/5,-,-,-,637.42
1958/12/6,-,-,-,637.3
1958/12/8,-,-,-,640.51
1958/12/9,-,-,-,643.13
1958/12/10,-,-,-,646.54
1958/12/11,-,-,-,649.21
1958/12/12,-,-,-,650.78
1958/12/13,-,-,-,645.75
1958/12/15,-,-,-,648.61
1958/12/16,-,-,-,654.41
1958/12/17,-,-,-,654.44
1958/12/18,-,-,-,653.73
1958/12/19,-,-,-,650.82
1958/12/20,-,-,-,653.04
1958/12/22,-,-,-,655.72
1958/12/23,-,-,-,655.92
1958/12/24,-,-,-,656.78
1958/12/25,-,-,-,661.69
1958/12/26,-,-,-,664.48
1958/12/27,-,-,-,666.54
1959/1/5,-,-,-,671.28
1959/1/6,-,-,-,675.27
1959/1/7,-,-,-,671.71
1959/1/8,-,-,-,670.59
1959/1/9,-,-,-,664.69
1959/1/10,-,-,-,669.46
1959/1/12,-,-,-,670.45
1959/1/13,-,-,-,668.63
1959/1/14,-,-,-,671.14
1959/1/16,-,-,-,668.88
1959/1/17,-,-,-,671.89
1959/1/19,-,-,-,674.72
1959/1/20,-,-,-,676.42
1959/1/21,-,-,-,677.66
1959/1/22,-,-,-,680.32
1959/1/23,-,-,-,682.32
1959/1/24,-,-,-,681.04
1959/1/26,-,-,-,681.25
1959/1/27,-,-,-,679.65
1959/1/28,-,-,-,680.66
1959/1/29,-,-,-,684.19
1959/1/30,-,-,-,689.53
1959/1/31,-,-,-,692.12
1959/2/2,-,-,-,692.2
1959/2/3,-,-,-,693.6
1959/2/4,-,-,-,692.17
1959/2/5,-,-,-,694.78
1959/2/6,-,-,-,689.97
1959/2/7,-,-,-,694.31
1959/2/9,-,-,-,699.42
1959/2/10,-,-,-,699.73
1959/2/11,-,-,-,704.3
1959/2/12,-,-,-,703.04
1959/2/13,-,-,-,696.96
1959/2/14,-,-,-,699.68
1959/2/16,-,-,-,696.32
1959/2/17,-,-,-,699.77
1959/2/18,-,-,-,705.48
1959/2/19,-,-,-,707.03
1959/2/20,-,-,-,711.1
1959/2/21,-,-,-,712.82
1959/2/23,-,-,-,717.82
1959/2/24,-,-,-,714.9
1959/2/25,-,-,-,716.12
1959/2/26,-,-,-,716.47
1959/2/27,-,-,-,716.19
1959/2/28,-,-,-,721.06
1959/3/2,-,-,-,727.81
1959/3/3,-,-,-,721.15
1959/3/4,-,-,-,727.84
1959/3/5,-,-,-,724.76
1959/3/6,-,-,-,727.81
1959/3/7,-,-,-,731
1959/3/9,-,-,-,736.07
1959/3/10,-,-,-,736.76
1959/3/11,-,-,-,734.63
1959/3/12,-,-,-,739.05
1959/3/13,-,-,-,744.59
1959/3/14,-,-,-,747.21
1959/3/16,-,-,-,742.33
1959/3/17,-,-,-,743.86
1959/3/18,-,-,-,745.76
1959/3/19,-,-,-,747.46
1959/3/20,-,-,-,749.43
1959/3/23,-,-,-,750.63
1959/3/24,-,-,-,751.64
1959/3/25,-,-,-,751.01
1959/3/26,-,-,-,749.88
1959/3/27,-,-,-,747.78
1959/3/28,-,-,-,754.08
1959/3/30,-,-,-,759.42
1959/3/31,-,-,-,764.85
1959/4/1,-,-,-,763.6
1959/4/2,-,-,-,766.82
1959/4/3,-,-,-,767.78
1959/4/4,-,-,-,765.72
1959/4/6,-,-,-,769.06
1959/4/7,-,-,-,773.39
1959/4/8,-,-,-,768.94
1959/4/9,-,-,-,759.75
1959/4/11,-,-,-,764.95
1959/4/13,-,-,-,764.5
1959/4/14,-,-,-,763.35
1959/4/15,-,-,-,761.46
1959/4/16,-,-,-,751.5
1959/4/17,-,-,-,754.41
1959/4/18,-,-,-,757.35
1959/4/20,-,-,-,746.15
1959/4/21,-,-,-,738.65
1959/4/22,-,-,-,739.42
1959/4/23,-,-,-,737.56
1959/4/24,-,-,-,744.15
1959/4/25,-,-,-,744.25
1959/4/27,-,-,-,738.82
1959/4/28,-,-,-,740.37
1959/4/30,-,-,-,745.68
1959/5/1,-,-,-,749.94
1959/5/2,-,-,-,756.89
1959/5/4,-,-,-,757.46
1959/5/6,-,-,-,757.45
1959/5/7,-,-,-,762.97
1959/5/8,-,-,-,762.9
1959/5/9,-,-,-,765.33
1959/5/11,-,-,-,768.75
1959/5/12,-,-,-,771.79
1959/5/13,-,-,-,778.54
1959/5/14,-,-,-,781.94
1959/5/15,-,-,-,783.62
1959/5/16,-,-,-,781.95
1959/5/18,-,-,-,773.34
1959/5/19,-,-,-,781.53
1959/5/20,-,-,-,780.4
1959/5/21,-,-,-,782.43
1959/5/22,-,-,-,780.06
1959/5/23,-,-,-,783.54
1959/5/25,-,-,-,783.8
1959/5/26,-,-,-,786.17
1959/5/27,-,-,-,793.57
1959/5/28,-,-,-,799.3
1959/5/29,-,-,-,796.19
1959/5/30,-,-,-,803.08
1959/6/1,-,-,-,802.13
1959/6/2,-,-,-,808.3
1959/6/3,-,-,-,808.61
1959/6/4,-,-,-,806.53
1959/6/5,-,-,-,809.77
1959/6/6,-,-,-,807.43
1959/6/8,-,-,-,806.64
1959/6/9,-,-,-,814.84
1959/6/10,-,-,-,813.16
1959/6/11,-,-,-,821.38
1959/6/12,-,-,-,812.31
1959/6/13,-,-,-,806.25
1959/6/15,-,-,-,808.78
1959/6/16,-,-,-,815.78
1959/6/17,-,-,-,785.01
1959/6/18,-,-,-,805.79
1959/6/19,-,-,-,806.41
1959/6/20,-,-,-,810.93
1959/6/22,-,-,-,814.23
1959/6/23,-,-,-,806.34
1959/6/24,-,-,-,803.02
1959/6/25,-,-,-,795.86
1959/6/26,-,-,-,795.19
1959/6/27,-,-,-,800.86
1959/6/29,-,-,-,804.95
1959/6/30,-,-,-,810.07
1959/7/1,-,-,-,811.43
1959/7/2,-,-,-,817.83
1959/7/3,-,-,-,821.05
1959/7/4,-,-,-,823.2
1959/7/6,-,-,-,823.93
1959/7/7,-,-,-,822.69
1959/7/8,-,-,-,818.75
1959/7/9,-,-,-,815.24
1959/7/10,-,-,-,815.56
1959/7/11,-,-,-,820.12
1959/7/13,-,-,-,823.66
1959/7/14,-,-,-,824.81
1959/7/15,-,-,-,830.97
1959/7/16,-,-,-,830.81
1959/7/17,-,-,-,839.42
1959/7/18,-,-,-,837.48
1959/7/20,-,-,-,841.63
1959/7/21,-,-,-,845.17
1959/7/22,-,-,-,846.16
1959/7/23,-,-,-,844.35
1959/7/24,-,-,-,841.69
1959/7/25,-,-,-,842.68
1959/7/27,-,-,-,843.44
1959/7/28,-,-,-,845.07
1959/7/29,-,-,-,842.01
1959/7/30,-,-,-,848.03
1959/7/31,-,-,-,854.91
1959/8/1,-,-,-,859.51
1959/8/3,-,-,-,858.19
1959/8/4,-,-,-,856.4
1959/8/5,-,-,-,852.09
1959/8/6,-,-,-,857.05
1959/8/7,-,-,-,860.44
1959/8/8,-,-,-,857.95
1959/8/10,-,-,-,848.52
1959/8/11,-,-,-,845.95
1959/8/12,-,-,-,847.9
1959/8/13,-,-,-,855.37
1959/8/14,-,-,-,862.08
1959/8/15,-,-,-,860.53
1959/8/17,-,-,-,859.64
1959/8/18,-,-,-,857.2
1959/8/19,-,-,-,862.95
1959/8/20,-,-,-,864.66
1959/8/21,-,-,-,868.04
1959/8/22,-,-,-,869.99
1959/8/24,-,-,-,871.18
1959/8/25,-,-,-,875.46
1959/8/26,-,-,-,870.41
1959/8/27,-,-,-,876.65
1959/8/28,-,-,-,881.43
1959/8/29,-,-,-,879.91
1959/8/31,-,-,-,881.53
1959/9/1,-,-,-,891.45
1959/9/2,-,-,-,894.23
1959/9/3,-,-,-,897.59
1959/9/4,-,-,-,894.95
1959/9/5,-,-,-,892.27
1959/9/7,-,-,-,890.56
1959/9/8,-,-,-,894.14
1959/9/9,-,-,-,895.18
1959/9/10,-,-,-,895.98
1959/9/11,-,-,-,894.08
1959/9/12,-,-,-,890.18
1959/9/14,-,-,-,892.85
1959/9/15,-,-,-,896.05
1959/9/16,-,-,-,896.62
1959/9/17,-,-,-,897.49
1959/9/18,-,-,-,893.85
1959/9/19,-,-,-,892.37
1959/9/21,-,-,-,881.9
1959/9/22,-,-,-,885.27
1959/9/23,-,-,-,890.23
1959/9/25,-,-,-,891.8
1959/9/26,-,-,-,890.13
1959/9/28,-,-,-,897.53
1959/9/29,-,-,-,896.54
1959/9/30,-,-,-,902.48
1959/10/1,-,-,-,902.2
1959/10/2,-,-,-,904.24
1959/10/3,-,-,-,906.44
1959/10/5,-,-,-,896.74
1959/10/6,-,-,-,905.97
1959/10/7,-,-,-,911.66
1959/10/8,-,-,-,917.86
1959/10/9,-,-,-,925.1
1959/10/10,-,-,-,927.78
1959/10/12,-,-,-,934.34
1959/10/13,-,-,-,933.49
1959/10/14,-,-,-,937.78
1959/10/15,-,-,-,945.22
1959/10/16,-,-,-,945.93
1959/10/17,-,-,-,946.76
1959/10/19,-,-,-,945.31
1959/10/20,-,-,-,949.95
1959/10/21,-,-,-,948.47
1959/10/22,-,-,-,946.75
1959/10/23,-,-,-,949.56
1959/10/24,-,-,-,955.14
1959/10/26,-,-,-,953.89
1959/10/27,-,-,-,953.86
1959/10/28,-,-,-,939.62
1959/10/29,-,-,-,950.11
1959/10/30,-,-,-,954.94
1959/10/31,-,-,-,955.64
1959/11/2,-,-,-,953.14
1959/11/4,-,-,-,955.95
1959/11/5,-,-,-,949.71
1959/11/6,-,-,-,945.67
1959/11/7,-,-,-,944.66
1959/11/9,-,-,-,934.46
1959/11/10,-,-,-,920.39
1959/11/11,-,-,-,930.5
1959/11/12,-,-,-,935.29
1959/11/13,-,-,-,941.68
1959/11/14,-,-,-,943.98
1959/11/16,-,-,-,950.85
1959/11/17,-,-,-,953.15
1959/11/18,-,-,-,948.35
1959/11/19,-,-,-,949.96
1959/11/20,-,-,-,947.81
1959/11/21,-,-,-,948.99
1959/11/24,-,-,-,950.1
1959/11/25,-,-,-,951.79
1959/11/26,-,-,-,958.26
1959/11/27,-,-,-,966.11
1959/11/28,-,-,-,968.89
1959/11/30,-,-,-,976.93
1959/12/1,-,-,-,973.65
1959/12/2,-,-,-,958.99
1959/12/3,-,-,-,970.42
1959/12/4,-,-,-,971.05
1959/12/5,-,-,-,966.03
1959/12/7,-,-,-,956.92
1959/12/8,-,-,-,957.62
1959/12/9,-,-,-,945.53
1959/12/10,-,-,-,941.79
1959/12/11,-,-,-,935.75
1959/12/12,-,-,-,942.53
1959/12/14,-,-,-,938.78
1959/12/15,-,-,-,936.11
1959/12/16,-,-,-,918.67
1959/12/17,-,-,-,904.72
1959/12/18,-,-,-,908.67
1959/12/19,-,-,-,876.17
1959/12/21,-,-,-,854.45
1959/12/22,-,-,-,879.84
1959/12/23,-,-,-,892.84
1959/12/24,-,-,-,887.9
1959/12/25,-,-,-,896.58
1959/12/26,-,-,-,880.83
1959/12/28,-,-,-,874.88
1960/1/4,-,-,-,869.34
1960/1/5,-,-,-,876.21
1960/1/6,-,-,-,892.41
1960/1/7,-,-,-,905.59
1960/1/8,-,-,-,912.29
1960/1/9,-,-,-,912.3
1960/1/11,-,-,-,918.63
1960/1/12,-,-,-,914.83
1960/1/13,-,-,-,923.73
1960/1/14,-,-,-,930.19
1960/1/16,-,-,-,935.89
1960/1/18,-,-,-,946.74
1960/1/19,-,-,-,952.95
1960/1/20,-,-,-,955.61
1960/1/21,-,-,-,956.21
1960/1/22,-,-,-,955.05
1960/1/23,-,-,-,954.24
1960/1/25,-,-,-,947.81
1960/1/26,-,-,-,951.26
1960/1/27,-,-,-,953.93
1960/1/28,-,-,-,962.55
1960/1/29,-,-,-,953.03
1960/1/30,-,-,-,957.13
1960/2/1,-,-,-,962.7
1960/2/2,-,-,-,959.48
1960/2/3,-,-,-,958.98
1960/2/4,-,-,-,960.7
1960/2/5,-,-,-,964.56
1960/2/6,-,-,-,968.57
1960/2/8,-,-,-,977.11
1960/2/9,-,-,-,983.29
1960/2/10,-,-,-,985.98
1960/2/11,-,-,-,990.89
1960/2/12,-,-,-,986.1
1960/2/13,-,-,-,987.92
1960/2/15,-,-,-,987.56
1960/2/16,-,-,-,992.51
1960/2/17,-,-,-,988.12
1960/2/18,-,-,-,976.59
1960/2/19,-,-,-,991.8
1960/2/20,-,-,-,1002.46
1960/2/22,-,-,-,1004.33
1960/2/23,-,-,-,1001.22
1960/2/24,-,-,-,993.52
1960/2/25,-,-,-,998.11
1960/2/26,-,-,-,1007.04
1960/2/27,-,-,-,1007.46
1960/2/29,-,-,-,1015.06
1960/3/1,-,-,-,1025.02
1960/3/2,-,-,-,1029.46
1960/3/3,-,-,-,1032.3
1960/3/4,-,-,-,1025.6
1960/3/5,-,-,-,1027.82
1960/3/7,-,-,-,1025.06
1960/3/8,-,-,-,1032.07
1960/3/9,-,-,-,1025.06
1960/3/10,-,-,-,1008.16
1960/3/11,-,-,-,1010.04
1960/3/12,-,-,-,1016.62
1960/3/14,-,-,-,1006.06
1960/3/15,-,-,-,1007.09
1960/3/16,-,-,-,1009.42
1960/3/17,-,-,-,1023.18
1960/3/18,-,-,-,1021.33
1960/3/19,-,-,-,1017.48
1960/3/21,-,-,-,1024.06
1960/3/22,-,-,-,1033.06
1960/3/23,-,-,-,1033.3
1960/3/24,-,-,-,1039.52
1960/3/25,-,-,-,1040.93
1960/3/26,-,-,-,1038.48
1960/3/28,-,-,-,1039.58
1960/3/29,-,-,-,1047.28
1960/3/30,-,-,-,1060.47
1960/3/31,-,-,-,1059.49
1960/4/1,-,-,-,1062.25
1960/4/2,-,-,-,1071.92
1960/4/4,-,-,-,1074.41
1960/4/5,-,-,-,1069.28
1960/4/6,-,-,-,1075.39
1960/4/7,-,-,-,1069.61
1960/4/8,-,-,-,1074.24
1960/4/9,-,-,-,1073.26
1960/4/11,-,-,-,1071.99
1960/4/12,-,-,-,1071.47
1960/4/13,-,-,-,1052.23
1960/4/14,-,-,-,1066.82
1960/4/15,-,-,-,1059.06
1960/4/16,-,-,-,1067.11
1960/4/18,-,-,-,1078.45
1960/4/19,-,-,-,1089.04
1960/4/20,-,-,-,1087.89
1960/4/21,-,-,-,1094.73
1960/4/22,-,-,-,1090.28
1960/4/23,-,-,-,1088.12
1960/4/25,-,-,-,1087.57
1960/4/26,-,-,-,1089.36
1960/4/27,-,-,-,1092.12
1960/4/28,-,-,-,1092.04
1960/4/30,-,-,-,1091.21
1960/5/2,-,-,-,1101.95
1960/5/4,-,-,-,1102.13
1960/5/6,-,-,-,1099.43
1960/5/7,-,-,-,1109.47
1960/5/9,-,-,-,1101.17
1960/5/10,-,-,-,1075.93
1960/5/11,-,-,-,1095.65
1960/5/12,-,-,-,1088.68
1960/5/13,-,-,-,1069.27
1960/5/14,-,-,-,1065.67
1960/5/16,-,-,-,1067.1
1960/5/17,-,-,-,1030.36
1960/5/18,-,-,-,1035.96
1960/5/19,-,-,-,1055.5
1960/5/20,-,-,-,1048.96
1960/5/21,-,-,-,1041.59
1960/5/23,-,-,-,1015.33
1960/5/24,-,-,-,1022.43
1960/5/25,-,-,-,1028.29
1960/5/26,-,-,-,1018.93
1960/5/27,-,-,-,1002.88
1960/5/28,-,-,-,1004.49
1960/5/30,-,-,-,1001.1
1960/5/31,-,-,-,988.47
1960/6/1,-,-,-,971.93
1960/6/2,-,-,-,967.22
1960/6/3,-,-,-,1006.48
1960/6/4,-,-,-,1018.99
1960/6/6,-,-,-,1032.44
1960/6/7,-,-,-,1043.98
1960/6/8,-,-,-,1060.22
1960/6/9,-,-,-,1053.1
1960/6/10,-,-,-,1051.01
1960/6/11,-,-,-,1046.63
1960/6/13,-,-,-,1054.2
1960/6/14,-,-,-,1060.43
1960/6/15,-,-,-,1056.72
1960/6/16,-,-,-,1020.02
1960/6/17,-,-,-,1010.17
1960/6/18,-,-,-,1024.84
1960/6/20,-,-,-,1022.43
1960/6/21,-,-,-,1030.52
1960/6/22,-,-,-,1052.06
1960/6/23,-,-,-,1055.2
1960/6/24,-,-,-,1058
1960/6/25,-,-,-,1061.04
1960/6/27,-,-,-,1058.52
1960/6/28,-,-,-,1065.57
1960/6/29,-,-,-,1080.48
1960/6/30,-,-,-,1089.63
1960/7/1,-,-,-,1092.16
1960/7/2,-,-,-,1093.28
1960/7/4,-,-,-,1093.98
1960/7/5,-,-,-,1098.17
1960/7/6,-,-,-,1103.82
1960/7/7,-,-,-,1097.15
1960/7/8,-,-,-,1099.25
1960/7/9,-,-,-,1101.24
1960/7/11,-,-,-,1102.41
1960/7/12,-,-,-,1113.75
1960/7/13,-,-,-,1101.42
1960/7/14,-,-,-,1101.71
1960/7/15,-,-,-,1107.41
1960/7/16,-,-,-,1112.14
1960/7/18,-,-,-,1121.1
1960/7/19,-,-,-,1115.65
1960/7/20,-,-,-,1108.25
1960/7/21,-,-,-,1111.55
1960/7/22,-,-,-,1111.01
1960/7/23,-,-,-,1104.29
1960/7/25,-,-,-,1091.56
1960/7/26,-,-,-,1091.08
1960/7/27,-,-,-,1093.96
1960/7/28,-,-,-,1098.33
1960/7/29,-,-,-,1093.37
1960/7/30,-,-,-,1097.09
1960/8/1,-,-,-,1097.29
1960/8/2,-,-,-,1100.97
1960/8/3,-,-,-,1108.89
1960/8/4,-,-,-,1114.39
1960/8/5,-,-,-,1121.68
1960/8/6,-,-,-,1121.25
1960/8/8,-,-,-,1120.12
1960/8/9,-,-,-,1124.99
1960/8/10,-,-,-,1123.95
1960/8/11,-,-,-,1124.5
1960/8/12,-,-,-,1129.16
1960/8/13,-,-,-,1133.95
1960/8/15,-,-,-,1138.44
1960/8/16,-,-,-,1138.17
1960/8/17,-,-,-,1142.93
1960/8/18,-,-,-,1144.94
1960/8/19,-,-,-,1142.9
1960/8/20,-,-,-,1141.95
1960/8/22,-,-,-,1139.72
1960/8/23,-,-,-,1142.31
1960/8/24,-,-,-,1150.55
1960/8/25,-,-,-,1149.7
1960/8/26,-,-,-,1154.78
1960/8/27,-,-,-,1158.3
1960/8/29,-,-,-,1167.08
1960/8/30,-,-,-,1166.56
1960/8/31,-,-,-,1175.75
